Cidade,UF,Capital,Área,Pop. 2010 (hab),Pop. 2019 (hab),Dens. demo. 2010 (hab/km2),Dens. demo. 2019 (hab/km2),IDHM 2010,PIB per capita 2017 (R$),Fundação
Quadra,São Paulo,não,205.672,3235,3804,15.73,18.5,0.678,24157.62,
Santa Adélia,São Paulo,não,330.269,14307,15480,43.32,46.87,0.760,21085.42,
Santa Salete,São Paulo,não,79.192,1443,1545,18.23,19.51,0.772,21909.51,
Ouro Verde,São Paulo,não,266.778,7776,8562,29.15,32.09,0.692,13542.39,
Viradouro,São Paulo,não,217.726,17296,18898,79.44,86.8,0.739,19091.99,
Araras,São Paulo,não,644.831,118842,134236,184.30,208.17,0.781,40249.39,
Cabreúva,São Paulo,não,260.234,41603,49707,159.87,191.01,0.738,89694.92,
Ibiúna,São Paulo,não,1058.082,71219,78878,67.31,74.55,0.710,21050.04,
Monte Mor,São Paulo,não,240.566,48981,59772,203.61,248.46,0.733,50978.28,
Getulina,São Paulo,não,676.755,10733,11409,15.86,16.86,0.717,17172.85,
Itirapina,São Paulo,não,564.603,15520,18157,27.49,32.16,0.724,21959.99,
Vista Alegre do Alto,São Paulo,não,95.429,6918,8810,72.50,92.32,0.744,42434.86,
Barueri,São Paulo,não,65.701,240807,274182,3665.21,4173.18,0.786,177747.83,
Capela do Alto,São Paulo,não,169.890,17532,20706,103.20,121.88,0.699,14285.40,
Carapicuíba,São Paulo,não,34.546,369584,400927,10698.32,11605.6,0.749,13854.10,
Ipuã,São Paulo,não,466.461,14166,16409,30.37,35.18,0.749,23807.09,
Poá,São Paulo,não,17.264,106019,117452,6141.05,6803.29,0.771,36511.34,
Riolândia,São Paulo,não,631.897,10552,12518,16.70,19.81,0.703,18728.60,
Santo Antônio do Jardim,São Paulo,não,109.956,5943,5954,54.05,54.15,0.714,22749.99,
Terra Roxa,São Paulo,não,221.541,8504,9370,38.39,42.29,0.749,15994.36,
Bento de Abreu,São Paulo,não,301.687,2675,2980,8.87,9.88,0.744,58041.53,
Itirapuã,São Paulo,não,161.118,5914,6499,36.71,40.34,0.707,12222.24,
Mairiporã,São Paulo,não,320.697,80956,100179,252.44,312.38,0.788,17957.29,
Presidente Epitácio,São Paulo,não,1260.281,41324,44200,32.79,35.07,0.750,19432.67,
Dobrada,São Paulo,não,149.729,7938,8929,53.02,59.63,0.718,13385.27,
Embu-Guaçu,São Paulo,não,155.641,62773,69385,403.32,445.8,0.749,15284.76,
Guzolândia,São Paulo,não,252.477,4761,5267,18.86,20.86,0.697,11900.44,
Juquitiba,São Paulo,não,522.169,28734,31444,55.03,60.22,0.709,15653.16,
Queiroz,São Paulo,não,234.914,2821,3406,12.01,14.5,0.715,112903.88,
Uchoa,São Paulo,não,252.434,9468,10110,37.51,40.05,0.721,36812.45,
Pirajuí,São Paulo,não,823.758,22694,25492,27.55,30.95,0.749,18034.04,
Jambeiro,São Paulo,não,184.413,5349,6602,29.01,35.8,0.756,36787.92,
Orlândia,São Paulo,não,291.765,39779,44028,136.34,150.9,0.780,41133.95,
Borá,São Paulo,não,118.951,808,837,6.80,7.04,0.746,88396.67,
Fartura,São Paulo,não,429.171,15321,16036,35.70,37.37,0.732,24248.01,
Santa Cruz da Esperança,São Paulo,não,148.062,1952,2139,13.19,14.45,0.743,26352.50,
Arealva,São Paulo,não,506.226,7861,8560,15.53,16.91,0.744,25252.59,
São Miguel Arcanjo,São Paulo,não,930.339,31445,32931,33.80,35.4,0.710,20551.90,
Alumínio,São Paulo,não,83.660,16839,18628,201.28,222.66,0.766,101155.71,
Capão Bonito,São Paulo,não,1640.230,46172,47138,28.15,28.74,0.721,17158.94,
Cotia,São Paulo,não,323.994,201138,249210,620.81,769.18,0.780,48678.74,
Pacaembu,São Paulo,não,339.375,13259,14197,39.07,41.83,0.725,14235.14,
Pongaí,São Paulo,não,183.399,3482,3416,18.99,18.63,0.755,21916.56,
Suzano,São Paulo,não,206.236,262523,297637,1272.93,1443.19,0.765,37009.04,
Ubirajara,São Paulo,não,282.179,4424,4780,15.68,16.94,0.727,18842.14,
Vinhedo,São Paulo,não,81.604,63611,78728,779.51,964.76,0.817,116199.28,
Cerquilho,São Paulo,não,127.803,39616,48949,309.98,383.0,0.782,37302.48,
Jacareí,São Paulo,não,464.272,211215,233662,454.94,503.29,0.777,50886.68,
Planalto,São Paulo,não,289.825,4457,5237,15.38,18.07,0.719,43493.17,
Reginópolis,São Paulo,não,410.406,7317,9621,17.83,23.44,0.728,16273.37,
Alfredo Marcondes,São Paulo,não,118.915,3907,4166,32.86,35.03,0.741,20072.53,
Aramina,São Paulo,não,202.829,5149,5620,25.39,27.71,0.740,23120.43,
Cruzália,São Paulo,não,149.330,2278,2073,15.26,13.88,0.774,60721.40,
Itajobi,São Paulo,não,502.066,14554,15262,28.99,30.4,0.730,78173.65,
Jaci,São Paulo,não,145.133,5641,7067,38.87,48.69,0.723,50969.68,
Marília,São Paulo,não,1170.515,216791,238882,185.21,204.08,0.798,32816.72,
Mococa,São Paulo,não,855.156,66317,68885,77.55,80.55,0.762,32298.34,
Pedra Bela,São Paulo,não,158.587,5780,6093,36.45,38.42,0.677,13185.31,
Araçoiaba da Serra,São Paulo,não,255.327,27289,34146,106.88,133.73,0.776,20558.05,
Jeriquara,São Paulo,não,141.971,3160,3159,22.26,22.25,0.703,26095.30,
Óleo,São Paulo,não,198.938,2683,2496,13.49,12.55,0.730,34154.49,
Ribeirão Corrente,São Paulo,não,148.332,4273,4718,28.81,31.81,0.711,18701.75,
Torrinha,São Paulo,não,315.267,9328,10010,29.59,31.75,0.744,21475.18,
Amparo,São Paulo,não,445.323,65796,72195,147.75,162.12,0.785,61227.80,
Santo André,São Paulo,não,175.782,676410,718773,3848.01,4089.0,0.815,38408.12,
Conchal,São Paulo,não,182.793,25229,28050,138.02,153.45,0.708,23809.00,
Cubatão,São Paulo,não,142.879,118719,130705,830.91,914.8,0.737,95822.18,
Itariri,São Paulo,não,273.667,15470,17436,56.53,63.71,0.677,15794.25,
Mogi Guaçu,São Paulo,não,812.753,137347,151888,168.99,186.88,0.774,37199.26,
Pedro de Toledo,São Paulo,não,670.440,10204,11331,15.22,16.9,0.696,13585.02,
Pirapozinho,São Paulo,não,477.673,24676,27527,51.66,57.63,0.776,35603.90,
Álvares Florence,São Paulo,não,362.411,3892,3679,10.74,10.15,0.728,27907.99,
Ariranha,São Paulo,não,132.624,8513,9668,64.19,72.9,0.733,76260.53,
Artur Nogueira,São Paulo,não,178.026,44177,54408,248.15,305.62,0.749,20795.40,
Juquiá,São Paulo,não,812.799,19247,18812,23.68,23.14,0.700,18842.54,
Pontes Gestal,São Paulo,não,217.505,2518,2577,11.58,11.85,0.732,58746.11,
Serrana,São Paulo,não,126.046,38877,45107,308.44,357.86,0.729,21491.54,
Cafelândia,São Paulo,não,920.280,16611,17767,18.05,19.31,0.742,26542.48,
Botucatu,São Paulo,não,1482.642,127329,146497,85.88,98.81,0.800,30100.24,
Caçapava,São Paulo,não,368.990,84742,94263,229.66,255.46,0.788,44013.99,
Catanduva,São Paulo,não,290.596,112820,121862,388.24,419.35,0.785,32932.52,
Gália,São Paulo,não,355.914,7007,6548,19.69,18.4,0.709,20344.84,
Anhembi,São Paulo,não,736.557,5649,6724,7.67,9.13,0.721,23820.10,
Iacanga,São Paulo,não,547.393,10011,11710,18.29,21.39,0.745,36426.05,
Jales,São Paulo,não,368.574,47018,49107,127.57,133.24,0.776,28394.63,
Jarinu,São Paulo,não,207.549,23837,30044,114.85,144.76,0.733,78890.07,
Bilac,São Paulo,não,158.025,7052,8034,44.63,50.84,0.768,23593.57,
Santo Expedito,São Paulo,não,94.465,2803,3111,29.68,32.93,0.732,12463.29,
Águas de Santa Bárbara,São Paulo,não,404.463,5593,6075,13.83,15.02,0.757,24673.66,
Caraguatatuba,São Paulo,não,484.947,100810,121532,207.88,250.61,0.759,25073.95,
Cunha,São Paulo,não,1407.250,21868,21547,15.54,15.31,0.684,11105.76,
Paranapanema,São Paulo,não,1018.724,17807,20197,17.48,19.83,0.717,30088.71,
Bofete,São Paulo,não,653.541,9620,11730,14.72,17.95,0.705,14637.88,
Colina,São Paulo,não,422.303,17360,18468,41.11,43.73,0.757,51642.33,
Lins,São Paulo,não,570.058,71245,78013,124.98,136.85,0.786,46402.67,
Itanhaém,São Paulo,não,601.711,87061,101816,144.69,169.21,0.745,18811.60,
Oscar Bressane,São Paulo,não,222.130,2545,2603,11.46,11.72,0.749,32093.75,
Itaberá,São Paulo,não,1100.247,17691,17556,16.08,15.96,0.693,29927.37,
Tejupá,São Paulo,não,296.189,4807,4532,16.23,15.3,0.668,19600.21,
Monteiro Lobato,São Paulo,não,332.742,4119,4653,12.38,13.98,0.710,13315.23,
Tabatinga,São Paulo,não,368.604,14648,16496,39.74,44.75,0.704,17217.96,
Bom Sucesso de Itararé,São Paulo,não,133.578,3570,3954,26.73,29.6,0.660,13624.33,
Lençóis Paulista,São Paulo,não,809.541,61427,68432,75.88,84.53,0.764,38248.16,
Campos do Jordão,São Paulo,não,290.309,47831,52088,164.76,179.42,0.749,23235.33,
Murutinga do Sul,São Paulo,não,250.873,4187,4486,16.69,17.88,0.726,13386.04,
Guapiara,São Paulo,não,408.292,17997,17157,44.08,42.02,0.675,17979.36,
Macaubal,São Paulo,não,248.087,7660,8120,30.88,32.73,0.743,19851.42,
Areiópolis,São Paulo,não,85.907,10596,11129,123.35,129.55,0.695,12135.07,
Bebedouro,São Paulo,não,683.192,75021,77496,109.81,113.43,0.780,41929.78,
Brotas,São Paulo,não,1101.373,21575,24403,19.59,22.16,0.740,33700.04,
Catiguá,São Paulo,não,148.393,7127,7804,48.03,52.59,0.751,15366.45,
Cesário Lange,São Paulo,não,190.392,15509,18148,81.46,95.32,0.706,23835.12,
Iracemápolis,São Paulo,não,115.118,20029,24235,173.99,210.52,0.776,56294.14,
Pinhalzinho,São Paulo,não,154.529,13105,15207,84.81,98.41,0.725,16952.25,
Poloni,São Paulo,não,135.120,5458,6059,40.40,44.84,0.766,24254.28,
Rio Grande da Serra,São Paulo,não,36.341,43974,50846,1210.04,1399.14,0.749,12365.16,
Santa Cruz da Conceição,São Paulo,não,150.130,4002,4503,26.66,29.99,0.790,26735.94,
Santa Cruz das Palmeiras,São Paulo,não,295.337,29932,34361,101.35,116.35,0.728,15002.54,
Santópolis do Aguapeí,São Paulo,não,128.026,4281,4777,33.44,37.31,0.740,12975.63,
São Francisco,São Paulo,não,75.579,2791,2821,36.94,37.33,0.723,16836.96,
Valentim Gentil,São Paulo,não,149.741,11038,13326,73.72,88.99,0.735,25625.18,
Biritiba Mirim,São Paulo,não,317.406,28576,32598,90.03,102.7,0.712,22162.33,
Garça,São Paulo,não,555.807,43130,44390,77.60,79.87,0.769,25999.84,
Irapuru,São Paulo,não,214.461,7772,8294,36.24,38.67,0.712,10461.33,
Boracéia,São Paulo,não,122.110,4267,4823,34.95,39.5,0.754,59192.14,
Itapecerica da Serra,São Paulo,não,150.742,152486,175693,1011.57,1165.52,0.742,19200.84,
São Luiz do Paraitinga,São Paulo,não,617.315,10395,10687,16.84,17.31,0.697,16095.76,
Indiaporã,São Paulo,não,279.606,3903,3897,13.96,13.94,0.751,23480.79,
Cajobi,São Paulo,não,176.929,9770,10542,55.22,59.58,0.734,14620.34,
Monte Alto,São Paulo,não,346.950,46702,50498,134.61,145.55,0.768,32468.71,
Guaíra,São Paulo,não,1258.465,37401,40790,29.72,32.41,0.753,91773.43,
Piratininga,São Paulo,não,402.409,12072,13636,30.00,33.89,0.779,16317.28,
Alambari,São Paulo,não,159.600,4893,6025,30.66,37.75,0.712,17477.70,
Araçariguama,São Paulo,não,145.204,17080,22364,117.63,154.02,0.704,135194.59,
Arapeí,São Paulo,não,156.903,2493,2469,15.89,15.74,0.680,11594.42,
Barra do Chapéu,São Paulo,não,405.681,5245,5724,12.93,14.11,0.660,14427.42,
Bertioga,São Paulo,não,491.546,47783,63249,97.21,128.67,0.730,27093.33,
Cajati,São Paulo,não,454.436,28370,28549,62.43,62.82,0.694,54220.11,
Campina do Monte Alegre,São Paulo,não,184.479,5550,6024,30.09,32.65,0.717,17775.98,
Canitar,São Paulo,não,57.459,4386,5216,76.34,90.78,0.680,38697.82,
Dourado,São Paulo,não,205.874,8609,8873,41.82,43.1,0.738,66791.85,
Emilianópolis,São Paulo,não,225.167,3028,3214,13.45,14.27,0.727,18994.35,
Engenheiro Coelho,São Paulo,não,109.941,15720,20773,142.99,188.95,0.732,30601.28,
Hortolândia,São Paulo,não,62.416,193125,230851,3094.16,3698.59,0.756,58188.31,
Novais,São Paulo,não,117.772,4591,5830,38.99,49.5,0.719,10870.43,
Potim,São Paulo,não,44.468,19396,24643,436.20,554.17,0.697,9687.20,
Ribeirão Grande,São Paulo,não,333.363,7420,7673,22.26,23.02,0.705,38485.65,
Saltinho,São Paulo,não,99.738,7059,8286,70.78,83.08,0.791,29231.20,
Tuiuti,São Paulo,não,126.731,5931,6894,46.80,54.4,0.728,12857.23,
Estiva Gerbi,São Paulo,não,74.144,10035,11304,135.35,152.46,0.740,28302.88,
Piedade,São Paulo,não,746.868,52146,55348,69.82,74.11,0.716,22104.36,
Jumirim,São Paulo,não,56.685,2797,3367,49.36,59.4,0.741,32107.90,
Nantes,São Paulo,não,286.647,2711,3141,9.46,10.96,0.714,49339.26,
Paulistânia,São Paulo,não,256.178,1775,1833,6.93,7.16,0.718,19819.09,
Bom Jesus dos Perdões,São Paulo,não,108.366,19708,25448,181.87,234.83,0.713,35962.34,
Fernandópolis,São Paulo,não,549.797,64667,69116,117.62,125.71,0.797,28109.45,
Igarapava,São Paulo,não,468.355,27960,30432,59.70,64.98,0.768,35787.31,
Neves Paulista,São Paulo,não,219.050,8801,8930,40.18,40.77,0.754,24413.28,
Pederneiras,São Paulo,não,727.482,41408,46687,56.92,64.18,0.739,37708.52,
Sales Oliveira,São Paulo,não,305.776,10573,11890,34.58,38.88,0.772,30865.62,
Santa Branca,São Paulo,não,272.238,13764,14788,50.56,54.32,0.735,16811.09,
Santa Rita d'Oeste,São Paulo,não,209.800,2538,2498,12.10,11.91,0.761,22250.51,
Santa Rita do Passa Quatro,São Paulo,não,754.141,26477,27557,35.11,36.54,0.775,23239.54,
Bocaina,São Paulo,não,363.926,10859,12329,29.84,33.88,0.742,18705.27,
Nova Odessa,São Paulo,não,73.788,50875,60174,689.48,815.5,0.791,54529.18,
Valinhos,São Paulo,não,148.538,106754,129193,718.70,869.76,0.819,46237.02,
São Pedro do Turvo,São Paulo,não,731.221,7195,7666,9.84,10.48,0.703,26587.16,
Palestina,São Paulo,não,697.701,11086,12957,15.89,18.57,0.732,31790.78,
São Joaquim da Barra,São Paulo,não,410.863,46542,51888,113.28,126.29,0.762,30118.29,
Valparaíso,São Paulo,não,857.661,22582,26480,26.33,30.87,0.725,38621.02,
Porangaba,São Paulo,não,265.689,8326,9925,31.34,37.36,0.703,19146.57,
Osvaldo Cruz,São Paulo,não,248.038,30873,32879,124.47,132.56,0.762,26856.49,
Arujá,São Paulo,não,96.167,74945,89824,779.33,934.04,0.784,61458.72,
Santo Antônio do Aracanguá,São Paulo,não,1308.432,7628,8420,5.83,6.44,0.757,25933.29,
Adamantina,São Paulo,não,411.987,33844,35068,82.15,85.12,0.790,30010.56,
Cordeirópolis,São Paulo,não,137.579,21079,24528,153.22,178.28,0.758,109697.70,
Coroados,São Paulo,não,246.825,5247,6058,21.26,24.54,0.719,27503.97,
Guaratinguetá,São Paulo,não,752.636,112075,121798,148.91,161.83,0.798,43828.48,
Junqueirópolis,São Paulo,não,582.565,18711,20679,32.12,35.5,0.745,30128.38,
Macatuba,São Paulo,não,224.514,16207,17163,72.19,76.45,0.770,35562.72,
Marinópolis,São Paulo,não,77.827,2113,2112,27.15,27.14,0.731,16162.96,
Martinópolis,São Paulo,não,1253.564,24231,26461,19.33,21.11,0.721,17718.19,
Mirassolândia,São Paulo,não,166.125,4294,4871,25.85,29.32,0.738,23145.23,
Ocauçu,São Paulo,não,301.036,4172,4289,13.86,14.25,0.717,28924.27,
Paraibuna,São Paulo,não,809.576,17389,18222,21.48,22.51,0.719,15031.39,
Pradópolis,São Paulo,não,167.378,17377,21496,103.82,128.43,0.733,40953.77,
Quatá,São Paulo,não,651.341,12818,14109,19.68,21.66,0.738,32962.28,
Rancharia,São Paulo,não,1587.498,28797,29707,18.14,18.71,0.751,44388.59,
Santo Antônio da Alegria,São Paulo,não,310.311,6305,6929,20.32,22.33,0.702,21278.13,
Santo Antônio de Posse,São Paulo,não,154.133,20667,23310,134.09,151.23,0.702,45783.30,
Santo Antônio do Pinhal,São Paulo,não,133.008,6485,6811,48.76,51.21,0.706,15246.65,
Suzanápolis,São Paulo,não,330.587,3385,3963,10.24,11.99,0.699,67940.53,
Taiúva,São Paulo,não,132.459,5446,5566,41.12,42.02,0.760,20716.21,
Urânia,São Paulo,não,209.262,8849,9114,42.29,43.55,0.746,20886.66,
Piquete,São Paulo,não,175.996,14107,13657,80.16,77.6,0.757,10963.52,
Bariri,São Paulo,não,444.405,31614,35264,71.14,79.35,0.750,33129.26,
Piracaia,São Paulo,não,385.568,25119,27303,65.15,70.81,0.739,17636.43,
Salto,São Paulo,não,133.057,105398,118663,792.13,891.82,0.780,59118.20,
São Manuel,São Paulo,não,650.734,38341,40954,58.92,62.94,0.744,27148.20,
Bastos,São Paulo,não,170.912,20329,20953,118.95,122.6,0.751,49737.57,
Ribeirão Preto,São Paulo,não,650.916,604648,703293,928.92,1080.47,0.800,51759.84,
Analândia,São Paulo,não,325.953,4296,4995,13.18,15.32,0.754,32880.30,
Cedral,São Paulo,não,197.838,7978,9237,40.33,46.69,0.766,34862.28,
Iacri,São Paulo,não,321.948,6406,6321,19.90,19.63,0.733,31973.81,
Jacupiranga,São Paulo,não,704.189,17210,17866,24.44,25.37,0.717,33783.26,
Alto Alegre,São Paulo,não,318.574,4096,4099,12.86,12.87,0.700,26590.67,
Américo de Campos,São Paulo,não,252.876,5699,5969,22.54,23.6,0.745,17546.00,
Atibaia,São Paulo,não,478.521,126602,142761,264.57,298.34,0.765,44119.90,
Balbinos,São Paulo,não,91.635,3702,5735,40.40,62.59,0.669,10484.51,
Clementina,São Paulo,não,168.590,7055,8617,41.85,51.11,0.725,29700.40,
Gastão Vidigal,São Paulo,não,180.569,4183,4808,23.17,26.63,0.723,14241.82,
Ibaté,São Paulo,não,290.978,30768,35104,105.74,120.64,0.703,26759.56,
Iepê,São Paulo,não,594.974,7621,8159,12.81,13.71,0.736,30222.73,
Joanópolis,São Paulo,não,374.293,11767,13220,31.44,35.32,0.699,16043.39,
José Bonifácio,São Paulo,não,860.200,32773,37015,38.10,43.03,0.777,38399.66,
Lucélia,São Paulo,não,314.810,19886,21747,63.17,69.08,0.752,19958.94,
Mirandópolis,São Paulo,não,917.694,27448,29564,29.91,32.22,0.751,21014.68,
Nhandeara,São Paulo,não,436.159,10733,11478,24.61,26.32,0.751,27900.72,
Ouroeste,São Paulo,não,288.648,8399,10361,29.10,35.89,0.770,44407.27,
Populina,São Paulo,não,315.938,4224,4169,13.37,13.2,0.714,23201.35,
Rio Claro,São Paulo,não,498.422,186255,206424,373.69,414.16,0.803,46406.99,
Salto de Pirapora,São Paulo,não,280.509,40118,45422,143.02,161.93,0.729,36783.17,
Santa Albertina,São Paulo,não,272.692,5721,6008,20.98,22.03,0.728,32341.25,
Santa Fé do Sul,São Paulo,não,206.537,29289,32322,141.81,156.49,0.784,31876.28,
São João da Boa Vista,São Paulo,não,516.399,83635,91211,161.96,176.63,0.797,32449.24,
São João das Duas Pontes,São Paulo,não,129.462,2568,2568,19.84,19.84,0.720,16159.83,
São João de Iracema,São Paulo,não,178.396,1778,1922,9.97,10.77,0.748,18311.12,
São João do Pau d'Alho,São Paulo,não,117.665,2101,2105,17.86,17.89,0.750,25857.96,
Lavrinhas,São Paulo,não,167.067,6590,7260,39.45,43.46,0.729,15329.69,
Regente Feijó,São Paulo,não,263.280,18369,20261,69.77,76.96,0.768,32820.69,
Lucianópolis,São Paulo,não,189.536,2246,2394,11.85,12.63,0.733,20494.96,
Monte Azul Paulista,São Paulo,não,263.462,18932,19008,71.86,72.15,0.753,29239.54,
Morungaba,São Paulo,não,146.752,11769,13622,80.20,92.82,0.715,32111.63,
Nova Canaã Paulista,São Paulo,não,124.473,2114,1881,16.99,15.11,0.715,18514.13,
Nova Luzitânia,São Paulo,não,73.816,3429,4101,46.46,55.56,0.743,11763.82,
Paulicéia,São Paulo,não,374.091,6348,7366,16.97,19.69,0.711,21172.08,
Ubarana,São Paulo,não,209.861,5294,6309,25.23,30.06,0.700,57453.52,
Guarujá,São Paulo,não,144.794,293468,320459,2026.80,2213.21,0.751,27220.37,
Assis,São Paulo,não,460.609,95207,104386,206.70,226.63,0.805,32100.85,
Águas da Prata,São Paulo,não,142.673,7568,8180,53.05,57.33,0.781,18974.98,
Ibitinga,São Paulo,não,689.391,53165,60033,77.12,87.08,0.747,25233.68,
Tanabi,São Paulo,não,747.218,24097,25967,32.25,34.75,0.748,36483.91,
Fernando Prestes,São Paulo,não,169.990,5512,5783,32.43,34.02,0.758,34512.03,
Bananal,São Paulo,não,616.429,10220,10945,16.58,17.76,0.733,18607.15,
Capivari,São Paulo,não,322.878,48576,55768,150.45,172.72,0.750,34575.39,
Pindamonhangaba,São Paulo,não,730.209,147056,168328,201.39,230.52,0.773,42704.21,
Rio das Pedras,São Paulo,não,226.657,29501,35228,130.16,155.42,0.759,35189.43,
Santa Isabel,São Paulo,não,363.332,50455,57386,138.87,157.94,0.738,24165.96,
Andradina,São Paulo,não,964.226,55336,57157,57.39,59.28,0.779,34385.26,
Campinas,São Paulo,não,794.571,1080298,1204073,1359.60,1515.37,0.805,49942.59,
Jaboticabal,São Paulo,não,706.602,71663,77263,101.42,109.34,0.778,35944.33,
Turiúba,São Paulo,não,153.235,1930,2016,12.60,13.16,0.751,23335.27,
Boa Esperança do Sul,São Paulo,não,690.748,13642,14923,19.75,21.6,0.681,24812.08,
Itatinga,São Paulo,não,979.817,18048,20697,18.42,21.12,0.706,15435.84,
Águas de São Pedro,São Paulo,não,3.612,1765,3451,488.89,955.43,0.854,38294.25,
Areias,São Paulo,não,305.227,3696,3886,12.11,12.73,0.697,11088.39,
Sumaré,São Paulo,não,153.465,241253,282441,1572.04,1840.43,0.762,50345.14,
Agudos,São Paulo,não,966.708,34540,37214,35.73,38.5,0.745,55938.77,
Jardinópolis,São Paulo,não,501.870,37635,44380,74.99,88.43,0.735,24993.12,
São José dos Campos,São Paulo,não,1099.409,629917,721944,572.96,656.67,0.807,56638.69,
Cristais Paulista,São Paulo,não,385.230,7589,8631,19.70,22.4,0.734,23225.77,
São Caetano do Sul,São Paulo,não,15.331,149263,161127,9736.03,10509.88,0.862,82119.69,
Porto Ferreira,São Paulo,não,244.906,51400,56150,209.88,229.27,0.751,35629.57,
Bauru,São Paulo,não,667.684,343937,376818,515.12,564.37,0.801,37051.72,
Piracicaba,São Paulo,não,1378.069,364457,404142,264.47,293.27,0.785,55111.15,
Aguaí,São Paulo,não,474.554,32136,36305,67.72,76.5,0.715,26549.19,
Anhumas,São Paulo,não,320.840,3740,4115,11.66,12.83,0.741,20587.87,
Floreal,São Paulo,não,204.236,3002,2917,14.70,14.28,0.747,19937.60,
Mesópolis,São Paulo,não,148.636,1883,1908,12.67,12.84,0.724,29739.85,
Monte Alegre do Sul,São Paulo,não,110.308,7152,8038,64.84,72.87,0.759,21162.58,
Pedranópolis,São Paulo,não,260.101,2556,2494,9.83,9.59,0.742,25089.75,
Pirapora do Bom Jesus,São Paulo,não,108.489,15728,18895,144.98,174.17,0.727,21798.12,
Pirassununga,São Paulo,não,727.118,70079,76409,96.38,105.08,0.801,34524.48,
Ribeirão dos Índios,São Paulo,não,196.446,2188,2225,11.14,11.33,0.721,16817.93,
Turmalina,São Paulo,não,147.797,1976,1727,13.37,11.68,0.736,33610.78,
Alvinlândia,São Paulo,não,84.879,3003,3222,35.38,37.96,0.722,19966.95,
Votuporanga,São Paulo,não,420.703,84624,94547,201.15,224.74,0.790,30269.67,
Elisiário,São Paulo,não,93.980,3120,3651,33.20,38.85,0.747,19196.39,
Socorro,São Paulo,não,449.029,36685,41005,81.70,91.32,0.729,20460.78,
Castilho,São Paulo,não,1065.318,17993,21006,16.89,19.72,0.731,49166.56,
Pereira Barreto,São Paulo,não,974.247,24843,25669,25.50,26.35,0.766,31701.06,
Tatuí,São Paulo,não,523.749,107384,121766,205.03,232.49,0.752,32295.15,
Cananéia,São Paulo,não,1237.354,12200,12540,9.86,10.13,0.720,20522.82,
Natividade da Serra,São Paulo,não,833.372,6675,6661,8.01,7.99,0.655,10287.63,
Apiaí,São Paulo,não,974.322,25186,24374,25.85,25.02,0.710,26126.82,
Jaú,São Paulo,não,687.103,131298,150252,191.09,218.67,0.778,31163.28,
Paraíso,São Paulo,não,155.186,5873,6454,37.85,41.59,0.749,36360.79,
Pedregulho,São Paulo,não,712.604,15698,16744,22.03,23.5,0.715,58474.19,
Pitangueiras,São Paulo,não,430.638,35308,39719,81.99,92.23,0.723,30432.76,
Pontalinda,São Paulo,não,209.525,4060,4628,19.38,22.09,0.702,18724.91,
Sorocaba,São Paulo,não,450.382,587379,679378,1304.18,1508.45,0.798,48271.34,
Santa Gertrudes,São Paulo,não,98.291,21633,26898,220.10,273.66,0.737,61314.55,
São Bento do Sapucaí,São Paulo,não,252.579,10449,10878,41.37,43.07,0.720,18007.82,
São Roque,São Paulo,não,306.908,78820,91016,256.82,296.56,0.768,30797.77,
Taquaritinga,São Paulo,não,594.335,54054,57177,90.95,96.2,0.748,25795.88,
Taquarituba,São Paulo,não,448.515,22295,23218,49.71,51.77,0.701,27996.22,
Cajuru,São Paulo,não,660.088,23373,26167,35.41,39.64,0.713,22413.69,
Guarani d'Oeste,São Paulo,não,85.700,1973,2000,23.03,23.34,0.732,16860.59,
Rincão,São Paulo,não,316.639,10436,10799,32.96,34.11,0.734,19751.06,
São Bernardo do Campo,São Paulo,não,409.532,765562,838936,1869.36,2048.52,0.805,53998.54,
Tambaú,São Paulo,não,561.788,22404,23207,39.88,41.31,0.731,22974.12,
Araraquara,São Paulo,não,1003.625,208653,236072,207.90,235.22,0.815,39039.34,
Arco-Íris,São Paulo,não,264.904,1925,1791,7.27,6.76,0.722,25729.50,
Brodowski,São Paulo,não,278.458,21107,24939,75.80,89.56,0.755,26538.75,
Inúbia Paulista,São Paulo,não,87.119,3618,3991,41.53,45.81,0.759,35570.58,
Taquaral,São Paulo,não,53.892,2725,2811,50.58,52.16,0.759,13472.17,
Buritama,São Paulo,não,326.921,15427,17144,47.19,52.44,0.763,35870.84,
Rubiácea,São Paulo,não,236.484,2724,3128,11.52,13.23,0.721,20359.91,
Barretos,São Paulo,não,1566.161,112137,122098,71.60,77.96,0.789,36834.01,
Redenção da Serra,São Paulo,não,309.441,3874,3851,12.52,12.45,0.657,14593.53,
Americana,São Paulo,não,133.912,210610,239597,1572.75,1789.21,0.811,44396.30,
Itobi,São Paulo,não,138.986,7533,7841,54.20,56.42,0.717,15706.27,
Matão,São Paulo,não,524.899,76792,83170,146.30,158.45,0.773,46434.00,
Itararé,São Paulo,não,1003.860,47944,50503,47.76,50.31,0.703,17375.57,
Tupi Paulista,São Paulo,não,244.770,14235,15495,58.16,63.3,0.769,18416.62,
Leme,São Paulo,não,402.871,91753,103391,227.75,256.64,0.744,29434.15,
Mineiros do Tietê,São Paulo,não,213.242,12037,12908,56.45,60.53,0.730,14285.79,
Itaí,São Paulo,não,1092.884,24229,27125,22.17,24.82,0.713,22159.23,
Mogi das Cruzes,São Paulo,não,712.541,387707,445842,544.12,625.71,0.783,33350.06,
